probe_cc,test_type,measurement_date,probe_asn,url_category,measurement_outcome,dns_mismatch_score,http_body_length_diff,tcp_connect_ms,resolver_match,header_mismatch
US,web_connectivity,2022-10-12 02:33:32.082416,AS52965,LGBT,ok,0.1031,0.6825,5.0,1,0
AZ,web_connectivity,2022-10-12 06:55:57.311462,AS32635,NEWS,ok,0.3424,0.5015,518.4,1,0
EG,web_connectivity,2022-10-12 11:18:22.540508,AS52965,COMM,anomaly,0.8421,1.1136,25.47,0,1
FR,web_connectivity,2022-10-12 15:40:47.769553,AS17131,SRCH,ok,0.0089,0.2547,26.29,1,0
RU,http_header_field_manipulation,2022-10-12 20:03:12.998599,AS48048,ECON,ok,0.0185,0.5426,93.1,1,0
IR,http_header_field_manipulation,2022-10-13 00:25:38.227645,AS2592,NEWS,anomaly,0.5723,0.9343,87.36,0,1
RU,web_connectivity,2022-10-13 04:48:03.456691,AS39530,REL,ok,,0.5135,31.02,1,0
US,web_connectivity,2022-10-13 09:10:28.685737,AS50368,LGBT,ok,0.1349,0.0052,66.41,0,0
CN,dns_consistency,2022-10-13 13:32:53.914782,AS42135,NEWS,failure,0.6757,0.1834,87.43,1,0
VN,facebook_messenger,2022-10-13 17:55:19.143828,AS10526,COMT,failure,0.597,0.4182,40.16,1,1
IR,web_connectivity,2022-10-13 22:17:44.372874,AS40389,NEWS,ok,0.0016,0.0504,234.75,1,0
IR,web_connectivity,2022-10-14 02:40:09.601920,AS36237,HUMR,confirmed,0.5289,0.5207,75.29,0,0
DE,web_connectivity,2022-10-14 07:02:34.830966,AS20553,ANON,ok,0.0567,0.3209,37.11,1,0
IN,web_connectivity,2022-10-14 11:25:00.060012,AS52615,NEWS,ok,0.0463,1.1476,58.69,1,0
BY,web_connectivity,2022-10-14 15:47:25.289057,AS15061,NEWS,ok,0.1122,0.8208,5.0,1,0
BY,whatsapp,2022-10-14 20:09:50.518103,AS59099,SRCH,confirmed,0.9065,0.2696,18.49,0,1
IR,dns_consistency,2022-10-15 00:32:15.747149,AS26441,NEWS,anomaly,0.77,0.0083,92.56,0,0
MM,web_connectivity,2022-10-15 04:54:40.976195,AS6970,ANON,ok,0.3827,0.1747,,0,0
BR,facebook_messenger,2022-10-15 09:17:06.205241,AS18345,ECON,ok,0.0619,0.2038,129.93,1,0
US,web_connectivity,2022-10-15 13:39:31.434286,AS58945,ANON,ok,0.0518,0.8489,83.76,1,0
RU,web_connectivity,2022-10-15 18:01:56.663332,AS13266,HUMR,ok,0.0251,0.9081,5.0,1,0
EG,web_connectivity,2022-10-15 22:24:21.892378,AS4899,POLR,anomaly,0.6152,0.6024,109.49,1,1
RU,web_connectivity,2022-10-16 02:46:47.121424,AS1588,POLR,ok,0.1381,0.535,138.82,0,0
CN,tcp_connect,2022-10-16 07:09:12.350470,AS13761,POLR,confirmed,0.4602,0.2645,98.6,1,1
RU,web_connectivity,2022-10-16 11:31:37.579515,AS50368,POLR,ok,0.2591,0.5576,30.17,1,0
US,tcp_connect,2022-10-16 15:54:02.808561,AS55961,LGBT,ok,0.0264,0.9747,5.0,0,0
NG,tcp_connect,2022-10-16 20:16:28.037607,AS45204,ECON,ok,0.0869,0.289,54.87,1,0
KZ,web_connectivity,2022-10-17 00:38:53.266653,AS51222,NEWS,ok,0.0332,0.1509,125.88,1,0
EG,dns_consistency,2022-10-17 05:01:18.495699,AS22895,LGBT,confirmed,0.6211,0.2171,5.0,1,1
ID,dns_consistency,2022-10-17 09:23:43.724744,AS4263,LGBT,ok,0.234,1.0403,265.97,1,0
PK,whatsapp,2022-10-17 13:46:08.953790,AS45204,COMT,ok,0.0974,0.6688,54.28,1,0
TR,web_connectivity,2022-10-17 18:08:34.182836,AS25884,LGBT,ok,0.0737,0.7967,7.21,1,0
US,web_connectivity,2022-10-17 22:30:59.411882,AS28910,ANON,ok,0.1001,0.9155,46.9,1,0
DE,whatsapp,2022-10-18 02:53:24.640928,AS55374,LGBT,ok,0.0397,0.0675,293.18,1,0
BR,web_connectivity,2022-10-18 07:15:49.869973,AS29606,ANON,ok,0.3863,0.7114,354.05,1,0
BR,web_connectivity,2022-10-18 11:38:15.099019,AS8947,POLR,ok,0.3826,1.0955,252.75,1,0
EG,dns_consistency,2022-10-18 16:00:40.328065,AS8947,POLR,ok,,0.0486,174.19,1,0
RU,web_connectivity,2022-10-18 20:23:05.557111,AS32635,COMT,ok,0.0186,1.2225,21.08,0,0
PK,dns_consistency,2022-10-19 00:45:30.786157,AS50368,NEWS,ok,0.0233,0.6398,188.24,1,0
IR,whatsapp,2022-10-19 05:07:56.015203,AS15631,POLR,anomaly,0.6547,0.7035,29.99,0,1
RU,dns_consistency,2022-10-19 09:30:21.244248,AS25294,HUMR,ok,0.012,0.0369,39.54,1,0
US,dns_consistency,2022-10-19 13:52:46.473294,AS54883,ECON,ok,0.1884,0.4728,24.2,1,1
BR,web_connectivity,2022-10-19 18:15:11.702340,AS58842,SRCH,ok,,1.3468,125.34,1,0
RU,tcp_connect,2022-10-19 22:37:36.931386,AS46987,COMT,ok,0.0815,0.8684,204.67,1,0
US,tcp_connect,2022-10-20 03:00:02.160432,AS2182,SRCH,ok,0.0689,0.4816,134.07,1,0
US,web_connectivity,2022-10-20 07:22:27.389477,AS6146,LGBT,ok,0.4403,0.6947,45.44,1,0
RU,web_connectivity,2022-10-20 11:44:52.618523,AS25581,POLR,ok,0.0236,1.3685,111.44,1,0
EG,tcp_connect,2022-10-20 16:07:17.847569,AS33842,LGBT,confirmed,0.8404,0.1566,142.87,1,1
CN,web_connectivity,2022-10-20 20:29:43.076615,AS4899,COMT,ok,0.0129,0.1443,106.1,0,0
MM,web_connectivity,2022-10-21 00:52:08.305661,AS8640,REL,anomaly,0.615,1.2686,5.15,1,1
TR,web_connectivity,2022-10-21 05:14:33.534706,AS24775,COMT,ok,0.1942,2.0473,5.0,1,0
DE,web_connectivity,2022-10-21 09:36:58.763752,AS22895,REL,ok,0.1427,1.0206,,1,0
KZ,web_connectivity,2022-10-21 13:59:23.992798,AS55874,COMT,ok,0.0757,0.2405,377.37,1,0
MM,tcp_connect,2022-10-21 18:21:49.221844,AS13266,ANON,ok,0.0099,0.1267,244.99,1,0
MM,dns_consistency,2022-10-21 22:44:14.450890,AS4263,ANON,ok,0.017,0.014,17.64,1,0
IR,dns_consistency,2022-10-22 03:06:39.679935,AS8947,NEWS,confirmed,0.4026,0.0361,5.0,0,1
RU,web_connectivity,2022-10-22 07:29:04.908981,AS20553,COMT,confirmed,0.5149,0.2388,69.8,0,0
NG,web_connectivity,2022-10-22 11:51:30.138027,AS35011,HUMR,ok,0.2362,2.2585,85.71,1,1
IN,web_connectivity,2022-10-22 16:13:55.367073,AS52965,SRCH,ok,0.1156,1.2074,5.0,1,0
KZ,web_connectivity,2022-10-22 20:36:20.596119,AS2072,SRCH,ok,0.0757,1.4845,228.08,1,0
TR,dns_consistency,2022-10-23 00:58:45.825165,AS4263,ECON,ok,0.357,0.7705,173.63,1,0
IN,web_connectivity,2022-10-23 05:21:11.054210,AS8947,LGBT,ok,0.1036,0.7619,88.71,1,0
US,web_connectivity,2022-10-23 09:43:36.283256,AS58945,REL,failure,0.8268,1.106,1090.18,1,1
MM,vanilla_tor,2022-10-23 14:06:01.512302,AS51222,POLR,ok,0.008,1.0922,113.38,1,0
CN,web_connectivity,2022-10-23 18:28:26.741348,AS58653,COMT,confirmed,0.6191,0.4704,16.53,1,1
TH,tcp_connect,2022-10-23 22:50:51.970394,AS32671,HUMR,ok,0.0039,0.832,78.17,1,0
US,web_connectivity,2022-10-24 03:13:17.199439,AS19111,ANON,ok,0.1073,0.9626,81.07,1,0
BY,web_connectivity,2022-10-24 07:35:42.428485,AS41085,SRCH,ok,0.109,0.8866,181.51,1,0
US,dns_consistency,2022-10-24 11:58:07.657531,AS58842,HUMR,ok,0.147,1.8568,55.37,1,0
PK,web_connectivity,2022-10-24 16:20:32.886577,AS28647,COMM,ok,0.1345,1.0389,20.96,1,0
RU,web_connectivity,2022-10-24 20:42:58.115623,AS15061,ANON,anomaly,0.9735,0.7859,327.09,0,1
MM,web_connectivity,2022-10-25 01:05:23.344668,AS36237,ECON,failure,0.7081,0.1426,1180.52,1,1
US,web_connectivity,2022-10-25 05:27:48.573714,AS4899,LGBT,ok,0.0368,0.1344,274.33,0,0
DE,dns_consistency,2022-10-25 09:50:13.802760,AS32635,LGBT,ok,0.0116,0.0134,69.89,1,0
IR,http_header_field_manipulation,2022-10-25 14:12:39.031806,AS11241,HUMR,failure,0.6899,0.1373,771.29,0,1
PK,web_connectivity,2022-10-25 18:35:04.260852,AS25581,REL,ok,0.125,0.5517,350.47,1,0
IR,web_connectivity,2022-10-25 22:57:29.489897,AS54883,NEWS,ok,0.4024,1.2807,414.89,1,0
CN,whatsapp,2022-10-26 03:19:54.718943,AS25581,NEWS,anomaly,0.5526,2.0148,90.0,1,0
IR,web_connectivity,2022-10-26 07:42:19.947989,AS32671,LGBT,ok,0.1314,1.0721,6.16,1,0
RU,http_header_field_manipulation,2022-10-26 12:04:45.177035,AS58842,POLR,confirmed,0.4947,0.2644,70.98,1,0
VN,telegram,2022-10-26 16:27:10.406081,AS20553,REL,ok,0.0382,1.9537,248.73,1,0
CN,web_connectivity,2022-10-26 20:49:35.635127,AS22453,COMM,ok,0.0382,0.4389,107.38,1,0
IR,web_connectivity,2022-10-27 01:12:00.864172,AS11241,HUMR,ok,0.0701,0.5866,196.95,1,0
TR,facebook_messenger,2022-10-27 05:34:26.093218,AS28910,LGBT,ok,0.1127,0.2434,64.66,1,0
US,web_connectivity,2022-10-27 09:56:51.322264,AS2182,ANON,ok,0.0061,0.5565,167.82,1,0
US,web_connectivity,2022-10-27 14:19:16.551310,AS8640,ECON,ok,0.0001,1.8819,18.79,1,0
IN,dns_consistency,2022-10-27 18:41:41.780356,AS2072,LGBT,ok,0.015,1.2572,207.84,1,0
US,web_connectivity,2022-10-27 23:04:07.009401,AS49977,LGBT,ok,0.1897,1.1355,177.05,0,1
IN,vanilla_tor,2022-10-28 03:26:32.238447,AS53867,LGBT,ok,0.1445,0.8404,34.84,1,1
BY,web_connectivity,2022-10-28 07:48:57.467493,AS2592,COMT,anomaly,0.8242,0.0542,310.3,0,0
RU,dns_consistency,2022-10-28 12:11:22.696539,AS42135,COMM,ok,0.0662,0.0821,5.0,0,1
AZ,dns_consistency,2022-10-28 16:33:47.925585,AS25884,LGBT,confirmed,0.8907,0.2159,168.26,0,1
CN,dns_consistency,2022-10-28 20:56:13.154630,AS59099,NEWS,ok,0.1602,1.875,232.43,1,0
EG,dns_consistency,2022-10-29 01:18:38.383676,AS55374,SRCH,ok,0.0676,1.1877,196.71,1,0
IN,vanilla_tor,2022-10-29 05:41:03.612722,AS53867,ANON,ok,0.0602,0.763,26.3,0,0
TR,whatsapp,2022-10-29 10:03:28.841768,AS42135,ANON,ok,0.0967,1.4525,5.0,1,0
NG,web_connectivity,2022-10-29 14:25:54.070814,AS48048,SRCH,ok,0.2385,0.3553,16.91,1,0
PK,dns_consistency,2022-10-29 18:48:19.299859,AS13761,COMT,ok,0.0297,0.3865,32.49,1,0
DE,web_connectivity,2022-10-29 23:10:44.528905,AS58945,SRCH,ok,0.2127,1.2645,93.41,1,0
DE,web_connectivity,2022-10-30 03:33:09.757951,AS10526,SRCH,ok,0.0823,0.1955,42.4,1,0
RU,web_connectivity,2022-10-30 07:55:34.986997,AS46987,COMM,ok,0.3014,0.0335,259.29,1,0
UZ,http_header_field_manipulation,2022-10-30 12:18:00.216043,AS25294,COMT,ok,0.0473,0.772,12.51,1,0
BY,web_connectivity,2022-10-30 16:40:25.445089,AS40389,LGBT,anomaly,0.4311,0.7336,148.86,0,1
IN,tcp_connect,2022-10-30 21:02:50.674134,AS23227,COMM,ok,0.0811,1.5532,288.5,1,0
PK,web_connectivity,2022-10-31 01:25:15.903180,AS13761,COMT,ok,0.1131,0.7297,388.83,1,1
TR,telegram,2022-10-31 05:47:41.132226,AS11241,SRCH,anomaly,0.4262,1.6103,197.89,0,1
EG,web_connectivity,2022-10-31 10:10:06.361272,AS46987,REL,anomaly,0.6946,1.4754,26.95,0,0
US,whatsapp,2022-10-31 14:32:31.590318,AS26441,SRCH,ok,0.2561,0.2257,114.07,1,0
DE,http_header_field_manipulation,2022-10-31 18:54:56.819363,AS48048,LGBT,ok,0.1637,0.9873,17.99,1,0
RU,facebook_messenger,2022-10-31 23:17:22.048409,AS26441,SRCH,confirmed,0.3883,0.2297,91.89,0,1
ID,tcp_connect,2022-11-01 03:39:47.277455,AS15631,HUMR,ok,0.2854,0.1007,50.55,1,0
BY,tcp_connect,2022-11-01 08:02:12.506501,AS29606,COMT,ok,0.0401,0.0592,65.92,1,1
MM,web_connectivity,2022-11-01 12:24:37.735547,AS15631,SRCH,ok,0.2253,0.2859,89.03,1,0
TR,dns_consistency,2022-11-01 16:47:02.964592,AS2072,LGBT,failure,0.4919,0.4437,75.89,0,1
TR,web_connectivity,2022-11-01 21:09:28.193638,AS38379,COMM,ok,0.0868,0.3173,36.13,1,0
BR,web_connectivity,2022-11-02 01:31:53.422684,AS23883,COMT,ok,0.0187,0.9986,31.32,1,0
BY,http_header_field_manipulation,2022-11-02 05:54:18.651730,AS51947,POLR,ok,0.1371,1.0703,110.17,1,0
TH,web_connectivity,2022-11-02 10:16:43.880776,AS36237,ECON,anomaly,,1.682,133.46,0,0
CN,web_connectivity,2022-11-02 14:39:09.109821,AS1588,POLR,anomaly,0.7281,0.0186,81.31,1,1
NG,web_connectivity,2022-11-02 19:01:34.338867,AS55874,ECON,ok,0.1128,0.4364,209.62,1,0
EG,web_connectivity,2022-11-02 23:23:59.567913,AS28910,POLR,ok,0.0933,0.6398,143.07,1,0
CN,web_connectivity,2022-11-03 03:46:24.796959,AS55874,POLR,ok,0.1211,0.8843,192.95,1,0
IN,web_connectivity,2022-11-03 08:08:50.026005,AS20634,HUMR,ok,0.2137,0.9915,106.15,1,0
IR,web_connectivity,2022-11-03 12:31:15.255051,AS28910,ANON,confirmed,0.8431,0.2479,29.9,0,1
VN,dns_consistency,2022-11-03 16:53:40.484096,AS41628,SRCH,ok,0.035,2.3425,39.69,1,0
AZ,web_connectivity,2022-11-03 21:16:05.713142,AS4899,NEWS,ok,0.0277,0.2573,75.35,1,0
AZ,facebook_messenger,2022-11-04 01:38:30.942188,AS52965,SRCH,ok,0.2993,0.6618,232.17,0,0
VN,facebook_messenger,2022-11-04 06:00:56.171234,AS46987,COMM,ok,0.153,0.9388,209.95,1,0
TR,web_connectivity,2022-11-04 10:23:21.400280,AS58653,HUMR,ok,0.1432,2.0031,5.0,1,0
VN,web_connectivity,2022-11-04 14:45:46.629325,AS51947,NEWS,ok,0.0673,0.4973,197.15,1,0
AZ,web_connectivity,2022-11-04 19:08:11.858371,AS59099,COMM,ok,0.0646,0.8695,230.14,1,0
NG,telegram,2022-11-04 23:30:37.087417,AS8947,SRCH,confirmed,0.6178,0.2073,104.46,0,1
IN,dns_consistency,2022-11-05 03:53:02.316463,AS25294,POLR,ok,0.076,0.251,146.65,1,0
UZ,http_header_field_manipulation,2022-11-05 08:15:27.545509,AS15539,HUMR,ok,0.0311,1.1034,306.75,1,0
BY,telegram,2022-11-05 12:37:52.774554,AS32635,HUMR,confirmed,0.9189,0.1355,72.57,1,1
KZ,telegram,2022-11-05 17:00:18.003600,AS18345,HUMR,ok,0.1308,0.2101,179.28,1,1
KZ,whatsapp,2022-11-05 21:22:43.232646,AS44761,COMT,ok,0.0191,0.6652,367.95,1,0
IN,tcp_connect,2022-11-06 01:45:08.461692,AS40389,NEWS,ok,0.0221,1.0371,64.69,1,0
AZ,whatsapp,2022-11-06 06:07:33.690738,AS58945,POLR,ok,0.0534,1.1907,,1,0
BR,whatsapp,2022-11-06 10:29:58.919783,AS50319,COMT,ok,0.0027,2.0767,127.08,1,0
RU,web_connectivity,2022-11-06 14:52:24.148829,AS7926,SRCH,ok,,0.6003,55.75,1,0
NG,facebook_messenger,2022-11-06 19:14:49.377875,AS18345,COMM,ok,0.0217,0.9862,55.13,1,0
DE,http_header_field_manipulation,2022-11-06 23:37:14.606921,AS15539,HUMR,ok,0.0236,1.2843,111.04,1,0
CN,web_connectivity,2022-11-07 03:59:39.835967,AS9939,REL,confirmed,0.5551,0.0547,193.96,0,1
FR,web_connectivity,2022-11-07 08:22:05.065013,AS2175,COMM,ok,0.2626,1.7805,19.46,1,0
RU,http_header_field_manipulation,2022-11-07 12:44:30.294058,AS10526,POLR,ok,0.0289,1.6278,13.96,1,0
TH,web_connectivity,2022-11-07 17:06:55.523104,AS6146,REL,ok,0.0446,1.0014,602.89,1,0
IR,whatsapp,2022-11-07 21:29:20.752150,AS15061,POLR,anomaly,0.3608,0.4384,239.84,0,1
IN,web_connectivity,2022-11-08 01:51:45.981196,AS39530,ECON,ok,0.125,1.359,667.36,1,0
IN,telegram,2022-11-08 06:14:11.210242,AS46987,COMT,ok,0.0694,1.4187,,1,0
EG,web_connectivity,2022-11-08 10:36:36.439287,AS20634,COMM,confirmed,0.8578,0.1376,98.04,1,1
CN,web_connectivity,2022-11-08 14:59:01.668333,AS29338,POLR,anomaly,0.6368,0.599,5.0,0,1
FR,whatsapp,2022-11-08 19:21:26.897379,AS22453,ANON,ok,0.0263,0.0955,31.15,1,0
PK,web_connectivity,2022-11-08 23:43:52.126425,AS58842,COMM,ok,0.1696,0.5333,50.99,1,0
MM,whatsapp,2022-11-09 04:06:17.355471,AS42135,POLR,ok,0.0888,1.0077,5.0,1,0
IR,web_connectivity,2022-11-09 08:28:42.584516,AS8947,HUMR,failure,0.9883,1.5853,165.66,1,1
DE,telegram,2022-11-09 12:51:07.813562,AS18345,REL,ok,0.1145,0.5282,50.98,1,1
TH,web_connectivity,2022-11-09 17:13:33.042608,AS28647,HUMR,ok,0.223,0.2515,104.94,1,0
CN,web_connectivity,2022-11-09 21:35:58.271654,AS8640,POLR,anomaly,0.5451,0.1485,139.14,0,1
IR,telegram,2022-11-10 01:58:23.500700,AS32635,NEWS,ok,0.0605,1.4885,123.38,1,0
DE,web_connectivity,2022-11-10 06:20:48.729745,AS7926,NEWS,ok,0.0,0.1199,120.92,1,0
TH,facebook_messenger,2022-11-10 10:43:13.958791,AS6146,NEWS,ok,0.0158,0.0781,22.36,1,0
DE,whatsapp,2022-11-10 15:05:39.187837,AS53867,ECON,ok,0.0301,0.8127,286.16,1,0
IN,web_connectivity,2022-11-10 19:28:04.416883,AS54883,POLR,ok,0.0411,0.7756,207.99,1,1
VN,web_connectivity,2022-11-10 23:50:29.645929,AS15061,SRCH,ok,0.0364,1.4532,131.6,1,0
TH,web_connectivity,2022-11-11 04:12:54.874974,AS22453,ECON,ok,0.2079,0.2694,227.32,1,0
RU,web_connectivity,2022-11-11 08:35:20.104020,AS58569,POLR,anomaly,0.6185,1.2135,236.01,0,1
IR,web_connectivity,2022-11-11 12:57:45.333066,AS33842,LGBT,anomaly,,1.1771,10.17,0,0
IR,dns_consistency,2022-11-11 17:20:10.562112,AS11241,HUMR,anomaly,0.3621,1.6812,48.42,0,1
RU,facebook_messenger,2022-11-11 21:42:35.791158,AS39530,COMM,anomaly,0.861,0.5991,16.09,1,0
TR,web_connectivity,2022-11-12 02:05:01.020204,AS25983,LGBT,ok,0.0044,1.6584,97.69,1,0
CN,web_connectivity,2022-11-12 06:27:26.249249,AS35044,NEWS,anomaly,0.6754,0.2786,152.81,0,1
US,dns_consistency,2022-11-12 10:49:51.478295,AS4099,LGBT,ok,0.0993,0.4271,5.0,1,0
TR,web_connectivity,2022-11-12 15:12:16.707341,AS35011,LGBT,ok,0.0285,0.5326,97.64,1,0
IN,http_header_field_manipulation,2022-11-12 19:34:41.936387,AS52965,POLR,ok,0.1414,1.3592,197.37,1,0
TH,web_connectivity,2022-11-12 23:57:07.165433,AS26441,COMT,ok,0.1005,0.1919,130.93,1,0
IR,facebook_messenger,2022-11-13 04:19:32.394478,AS2592,COMM,failure,0.7001,1.215,891.93,1,1
IN,http_header_field_manipulation,2022-11-13 08:41:57.623524,AS2592,ECON,ok,0.0131,2.4473,72.81,1,0
CN,web_connectivity,2022-11-13 13:04:22.852570,AS55961,ECON,anomaly,0.9424,0.8781,51.5,0,1
US,http_header_field_manipulation,2022-11-13 17:26:48.081616,AS2182,POLR,anomaly,0.4561,1.0934,69.23,1,1
EG,whatsapp,2022-11-13 21:49:13.310662,AS42772,LGBT,ok,0.1428,1.4739,,1,0
MM,tcp_connect,2022-11-14 02:11:38.539707,AS28910,COMT,anomaly,0.5355,0.4363,130.34,1,1
US,web_connectivity,2022-11-14 06:34:03.768753,AS34008,ECON,ok,0.0815,0.2166,166.07,1,0
AZ,web_connectivity,2022-11-14 10:56:28.997799,AS11241,POLR,anomaly,0.3381,0.3149,5.0,1,1
MM,dns_consistency,2022-11-14 15:18:54.226845,AS28910,ANON,ok,,0.0393,34.04,1,0
IR,web_connectivity,2022-11-14 19:41:19.455891,AS58842,ANON,failure,0.5319,0.9504,2654.22,0,0
CN,web_connectivity,2022-11-15 00:03:44.684936,AS23883,ANON,ok,0.272,1.675,34.61,1,0
VN,tcp_connect,2022-11-15 04:26:09.913982,AS58569,ANON,anomaly,0.7188,0.2612,140.63,0,1
FR,web_connectivity,2022-11-15 08:48:35.143028,AS13266,REL,ok,,0.1966,,1,0
IN,web_connectivity,2022-11-15 13:11:00.372074,AS55961,ECON,ok,0.0443,1.0167,5.0,1,0
CN,web_connectivity,2022-11-15 17:33:25.601120,AS25581,ANON,ok,0.2265,0.1204,12.4,1,0
AZ,web_connectivity,2022-11-15 21:55:50.830166,AS41085,REL,ok,0.3452,1.4167,231.53,1,0
CN,web_connectivity,2022-11-16 02:18:16.059211,AS58653,REL,anomaly,0.4927,0.2068,92.78,1,1
VN,tcp_connect,2022-11-16 06:40:41.288257,AS57909,ECON,ok,0.1063,2.4149,5.0,1,0
RU,facebook_messenger,2022-11-16 11:03:06.517303,AS55374,LGBT,anomaly,0.8414,1.7615,51.65,0,0
RU,dns_consistency,2022-11-16 15:25:31.746349,AS28910,REL,ok,0.2452,0.3339,69.45,1,0
DE,web_connectivity,2022-11-16 19:47:56.975395,AS41085,HUMR,ok,0.188,1.0335,103.57,1,0
VN,whatsapp,2022-11-17 00:10:22.204440,AS23883,POLR,ok,0.0418,0.5741,38.48,1,0
IR,web_connectivity,2022-11-17 04:32:47.433486,AS40389,NEWS,ok,0.0176,0.8361,179.88,1,0
PK,web_connectivity,2022-11-17 08:55:12.662532,AS25294,COMM,ok,0.1613,0.8186,21.16,1,0
IR,web_connectivity,2022-11-17 13:17:37.891578,AS26441,ECON,ok,0.039,0.1995,68.88,0,0
US,web_connectivity,2022-11-17 17:40:03.120624,AS46987,REL,ok,0.0704,1.0431,76.8,1,0
TR,tcp_connect,2022-11-17 22:02:28.349669,AS19111,POLR,ok,0.0171,1.1258,5.0,1,0
PK,telegram,2022-11-18 02:24:53.578715,AS32671,COMT,ok,0.0307,0.6091,86.52,1,0
MM,dns_consistency,2022-11-18 06:47:18.807761,AS51222,NEWS,failure,0.6597,0.8755,695.57,1,0
RU,dns_consistency,2022-11-18 11:09:44.036807,AS40389,SRCH,ok,0.2678,0.2267,32.53,1,0
CN,web_connectivity,2022-11-18 15:32:09.265853,AS58569,SRCH,confirmed,0.4812,0.0865,231.05,1,1
KZ,dns_consistency,2022-11-18 19:54:34.494898,AS7926,ANON,ok,0.0545,0.425,33.09,1,0
IN,telegram,2022-11-19 00:16:59.723944,AS49724,LGBT,ok,0.1464,0.192,233.46,1,0
DE,web_connectivity,2022-11-19 04:39:24.952990,AS41628,POLR,ok,0.0023,0.7329,126.02,1,0
IR,web_connectivity,2022-11-19 09:01:50.182036,AS9939,LGBT,failure,0.6833,1.196,49.72,0,1
FR,web_connectivity,2022-11-19 13:24:15.411082,AS48048,COMM,ok,0.1175,1.1771,128.24,1,0
UZ,dns_consistency,2022-11-19 17:46:40.640128,AS13761,COMM,ok,0.1545,0.4407,59.38,1,0
RU,dns_consistency,2022-11-19 22:09:05.869173,AS6146,POLR,confirmed,0.6661,0.2969,176.12,0,1
BR,web_connectivity,2022-11-20 02:31:31.098219,AS35011,ECON,ok,0.1488,0.4793,93.22,1,0
AZ,tcp_connect,2022-11-20 06:53:56.327265,AS23227,POLR,anomaly,0.7847,0.5067,163.02,0,1
DE,dns_consistency,2022-11-20 11:16:21.556311,AS32671,POLR,ok,0.0473,0.337,143.54,1,0
DE,http_header_field_manipulation,2022-11-20 15:38:46.785357,AS15061,ANON,ok,0.026,1.0526,5.0,1,0
IN,whatsapp,2022-11-20 20:01:12.014402,AS35044,NEWS,ok,0.0664,1.5415,426.21,1,0
RU,whatsapp,2022-11-21 00:23:37.243448,AS22453,ECON,ok,0.1963,1.0517,67.19,1,0
MM,web_connectivity,2022-11-21 04:46:02.472494,AS58945,COMM,confirmed,0.378,0.9128,278.25,1,1
DE,http_header_field_manipulation,2022-11-21 09:08:27.701540,AS19698,COMT,ok,0.2446,0.3674,21.24,1,0
US,http_header_field_manipulation,2022-11-21 13:30:52.930586,AS33842,COMM,ok,0.0435,0.1667,35.64,1,0
CN,web_connectivity,2022-11-21 17:53:18.159631,AS24775,COMT,anomaly,0.6795,0.1685,,0,1
MM,whatsapp,2022-11-21 22:15:43.388677,AS18345,REL,ok,0.1899,1.0782,282.96,1,0
MM,web_connectivity,2022-11-22 02:38:08.617723,AS4099,LGBT,anomaly,0.5402,0.3016,162.95,0,1
BR,tcp_connect,2022-11-22 07:00:33.846769,AS58945,POLR,ok,0.059,0.7298,41.66,1,0
KZ,web_connectivity,2022-11-22 11:22:59.075815,AS23227,COMM,confirmed,0.6802,0.0263,124.2,0,1
IR,tcp_connect,2022-11-22 15:45:24.304860,AS2072,REL,anomaly,0.3649,2.2019,29.67,1,0
MM,web_connectivity,2022-11-22 20:07:49.533906,AS19698,REL,ok,0.3422,0.6062,137.43,1,1
BR,web_connectivity,2022-11-23 00:30:14.762952,AS32671,COMT,confirmed,0.5665,0.0612,409.78,0,1
CN,web_connectivity,2022-11-23 04:52:39.991998,AS9939,POLR,ok,0.0458,0.9213,34.47,1,0
IR,web_connectivity,2022-11-23 09:15:05.221044,AS6146,SRCH,ok,0.2413,0.6748,86.97,1,0
TR,vanilla_tor,2022-11-23 13:37:30.450090,AS4263,HUMR,ok,0.0524,0.3455,73.85,1,0
AZ,web_connectivity,2022-11-23 17:59:55.679135,AS29606,SRCH,ok,0.1411,0.0943,5.0,1,0
MM,web_connectivity,2022-11-23 22:22:20.908181,AS58569,ANON,ok,0.1667,0.1828,367.61,1,0
NG,http_header_field_manipulation,2022-11-24 02:44:46.137227,AS25983,LGBT,ok,0.0744,0.6307,75.45,1,0
RU,web_connectivity,2022-11-24 07:07:11.366273,AS51947,POLR,confirmed,0.704,0.1438,411.67,1,1
ID,web_connectivity,2022-11-24 11:29:36.595319,AS52615,COMT,ok,0.0408,1.0234,148.8,1,0
TR,web_connectivity,2022-11-24 15:52:01.824364,AS7926,ECON,ok,0.0585,1.117,5.0,1,1
NG,http_header_field_manipulation,2022-11-24 20:14:27.053410,AS7926,SRCH,ok,0.1109,1.8896,102.84,1,1
MM,telegram,2022-11-25 00:36:52.282456,AS4899,REL,confirmed,0.7975,0.0851,55.13,0,1
IR,whatsapp,2022-11-25 04:59:17.511502,AS28647,POLR,anomaly,0.8594,0.481,5.0,0,1
VN,vanilla_tor,2022-11-25 09:21:42.740548,AS54883,ANON,ok,0.0741,1.6242,5.0,1,0
RU,dns_consistency,2022-11-25 13:44:07.969593,AS7926,LGBT,ok,0.0003,0.5563,5.0,1,0
IR,facebook_messenger,2022-11-25 18:06:33.198639,AS2182,SRCH,ok,0.0959,0.5086,98.76,1,0
